order_id,msa_id,procurement_type_id,order_code,order_ceiling_amount
7459,94,4,CO007459,2125.61
6597,72,4,CO006597,30591.27
6534,142,2,PO006534,47460.67
11422,116,4,CO011422,48169.43
7119,190,3,BPO007119,41799.01
5977,48,4,CO005977,7149.44
6164,23,3,BPO006164,20622.48
9058,134,2,PO009058,43656.11
7779,130,4,CO007779,24049.02
9198,173,4,CO009198,41304.26
7000,83,3,BPO007000,9247.75
1540,53,1,SOW00667-4,27164.99
7695,60,4,CO007695,22194.46
7325,190,3,BPO007325,12807.02
7921,31,2,PO007921,38227.72
5715,194,1,SOW02459-1,1643907.52
850,29,1,SOW00370,207464.82
10188,185,3,BPO010188,4065.03
11495,178,4,CO011495,41190.29
4756,160,1,SOW02056,49926.15
4837,162,1,SOW02085-1,531966.31
3170,106,1,SOW01362,92099.93
9509,109,2,PO009509,18053.2
9201,51,4,CO009201,41734.71
2320,77,1,SOW01011-1,178000.94
788,27,1,SOW00340,18799.89
11243,94,3,BPO011243,42401.13
2400,79,1,SOW01042-2,61464.13
1359,48,1,SOW00596-2,214421.49
10108,196,4,CO010108,35163.17
142,6,1,SOW00066,778325.41
1008,34,1,SOW00440,278943.03
10997,33,3,BPO010997,33574.84
10421,103,2,PO010421,22076.64
6389,134,3,BPO006389,48907.35
8257,88,3,BPO008257,19058.34
7877,182,4,CO007877,15832.09
10425,196,2,PO010425,2615.9
5228,173,1,SOW02250,254607.0
2298,77,1,SOW01002-1,61469.19
10918,61,2,PO010918,34432.79
8213,180,3,BPO008213,39702.21
1981,68,1,SOW00870-2,14329.91
1900,66,1,SOW00833-1,332378.62
7470,17,2,PO007470,26366.61
7687,90,2,PO007687,11702.1
7785,113,3,BPO007785,29757.61
7927,126,4,CO007927,12877.09
2735,91,1,SOW01174-4,375509.04
3667,124,1,SOW01575-1,82603.43
7483,1,3,BPO007483,37850.73
9735,172,3,BPO009735,21393.05
2050,69,1,SOW00897,73841.35
10155,84,3,BPO010155,37810.71
8769,62,4,CO008769,17004.74
9650,115,3,BPO009650,38602.67
3121,105,1,SOW01343,55519.45
7654,125,4,CO007654,23087.64
73,3,1,SOW00037-1,56732.06
3909,131,1,SOW01682-2,212636.97
1745,62,1,SOW00766,60741.48
6988,143,2,PO006988,35743.18
10534,6,3,BPO010534,13771.8
6073,38,2,PO006073,11297.76
8485,43,2,PO008485,49608.93
2061,69,1,SOW00900-3,70379.37
5242,174,1,SOW02258-1,381486.69
2697,90,1,SOW01160,48261.49
9040,193,2,PO009040,12970.56
11638,150,4,CO011638,36250.56
1141,39,1,SOW00497-1,267408.54
9125,115,2,PO009125,34494.0
4179,140,1,SOW01806,76621.35
3637,123,1,SOW01562,197956.74
11170,68,4,CO011170,45966.87
6296,168,3,BPO006296,43566.28
10796,3,4,CO010796,1116.59
2929,100,1,SOW01264-2,505778.06
7570,148,3,BPO007570,44715.56
2582,85,1,SOW01119-2,55108.29
9305,150,3,BPO009305,633.06
5587,190,1,SOW02403,77704.58
8445,84,2,PO008445,38434.31
2485,82,1,SOW01079,44082.69
106,4,1,SOW00049,99181.48
3317,111,1,SOW01419-3,1080037.28
9853,86,3,BPO009853,5803.44
3409,114,1,SOW01461,993.58
7945,159,3,BPO007945,45067.54
7009,72,4,CO007009,44039.4
6969,144,4,CO006969,4283.97
4386,147,1,SOW01900-1,155924.42
8838,19,3,BPO008838,36185.53
5411,183,1,SOW02331-4,450816.81
1091,37,1,SOW00475-3,195118.14
710,24,1,SOW00302,63097.48
5492,185,1,SOW02364,78437.02
10417,19,3,BPO010417,46241.0
7670,178,4,CO007670,8754.3
9240,151,4,CO009240,43981.18
2327,77,1,SOW01013-1,125575.3
9121,162,3,BPO009121,16730.58
11203,46,2,PO011203,1964.6
2609,86,1,SOW01128-1,100657.75
9769,75,4,CO009769,4965.51
2673,89,1,SOW01150-1,312381.13
8343,99,4,CO008343,29683.27
11303,171,2,PO011303,26112.52
3923,132,1,SOW01688-2,47317.99
5976,111,2,PO005976,9231.86
9959,141,4,CO009959,4536.88
10746,174,4,CO010746,2608.07
8937,135,2,PO008937,1028.26
2457,81,1,SOW01069,125475.51
7205,5,3,BPO007205,41945.04
5361,182,1,SOW02310,123304.07
6914,61,2,PO006914,45431.77
5698,193,1,SOW02450-2,119098.53
1098,37,1,SOW00478-1,394860.12
8833,141,2,PO008833,41491.45
5842,199,1,SOW02508-3,486775.3
4188,140,1,SOW01809-5,74493.25
3107,105,1,SOW01340,56331.35
6143,97,2,PO006143,19242.3
3398,114,1,SOW01458-2,27455.0
10099,50,4,CO010099,48261.23
5454,184,1,SOW02347-2,50990.94
461,16,1,SOW00193-3,66162.85
5257,174,1,SOW02262-1,306347.22
11691,130,4,CO011691,48265.25
7807,25,3,BPO007807,28913.14
1076,37,1,SOW00471,164347.83
11347,107,3,BPO011347,8926.93
2619,87,1,SOW01132-1,1015228.37
3264,109,1,SOW01400,65052.38
3309,111,1,SOW01418-1,664365.49
8542,22,2,PO008542,4563.7
10153,196,3,BPO010153,26939.55
7186,93,4,CO007186,10146.99
6315,34,2,PO006315,38620.82
7701,110,4,CO007701,8838.57
1396,49,1,SOW00611,160421.64
10030,31,2,PO010030,15128.13
6921,79,4,CO006921,33208.44
8477,14,2,PO008477,47412.41
6952,131,4,CO006952,39153.25
11030,136,4,CO011030,14222.76
8454,11,2,PO008454,49151.39
5994,122,3,BPO005994,30416.39
1749,62,1,SOW00767-2,94703.04
1531,53,1,SOW00666-1,13060.49
7143,85,4,CO007143,36146.45
1685,60,1,SOW00739-1,81102.29
7926,116,4,CO007926,12264.62
3346,112,1,SOW01433,86034.26
8637,17,3,BPO008637,48274.61
11320,43,3,BPO011320,23629.86
1683,60,1,SOW00738,86755.69
7580,7,2,PO007580,43943.06
11389,113,2,PO011389,49901.27
610,19,1,SOW00256-2,354809.48
1495,53,1,SOW00654-4,34575.65
592,18,1,SOW00247,163666.54
10554,132,3,BPO010554,43853.99
8994,13,4,CO008994,18728.02
7386,116,2,PO007386,46233.57
10556,9,2,PO010556,20224.34
10430,28,2,PO010430,32907.71
7330,188,4,CO007330,28668.88
9039,136,3,BPO009039,28789.6
6250,167,3,BPO006250,10896.65
10116,170,2,PO010116,6435.8
10917,190,4,CO010917,8037.27
6608,73,2,PO006608,42161.32
10252,158,3,BPO010252,45850.17
197,8,1,SOW00088-1,59704.36
690,23,1,SOW00293,80939.02
9117,133,2,PO009117,43075.0
819,27,1,SOW00352,36987.81
8286,64,2,PO008286,19671.53
5772,196,1,SOW02482-4,128349.63
10248,95,3,BPO010248,5951.04
7506,200,4,CO007506,13834.47
5084,170,1,SOW02192,28998.48
7821,99,3,BPO007821,1868.85
3560,118,1,SOW01526,31320.09
8439,51,4,CO008439,35770.19
9729,193,3,BPO009729,45841.97
1689,60,1,SOW00740-2,155401.79
8560,180,4,CO008560,5257.95
3129,106,1,SOW01345-3,94515.33
11645,7,3,BPO011645,37614.72
3500,117,1,SOW01501,50104.4
1243,42,1,SOW00540,28273.6
5570,190,1,SOW02397,85997.63
8339,72,3,BPO008339,14401.26
6308,49,2,PO006308,7604.36
6647,168,2,PO006647,42466.45
5711,194,1,SOW02457,1358034.52
10681,118,4,CO010681,18850.25
3965,133,1,SOW01706-3,101596.14
9710,59,2,PO009710,44503.7
9472,170,2,PO009472,1802.19
4618,155,1,SOW01997-5,57415.19
1004,33,1,SOW00437-3,73680.55
1117,38,1,SOW00485-1,244413.17
4183,140,1,SOW01809,29797.3
11671,183,4,CO011671,7905.76
586,18,1,SOW00246,75455.0
8349,69,3,BPO008349,43800.2
8584,102,4,CO008584,43197.43
3552,118,1,SOW01524,38073.36
800,27,1,SOW00343,19190.1
10898,58,4,CO010898,48290.48
984,33,1,SOW00427-3,42446.73
9652,126,4,CO009652,47034.21
5653,192,1,SOW02432-1,152787.7
7786,17,2,PO007786,1594.7
1798,63,1,SOW00786-1,110630.27
6415,98,3,BPO006415,29524.73
4781,160,1,SOW02065-2,122544.47
5437,184,1,SOW02342-2,84227.97
1775,62,1,SOW00777-1,58480.6
10836,87,3,BPO010836,24051.91
15,1,1,SOW00009,62788.85
818,27,1,SOW00351,24108.2
6131,19,4,CO006131,36767.41
3526,118,1,SOW01514,49634.67
9136,9,4,CO009136,34743.77
10816,120,2,PO010816,29575.39
4286,144,1,SOW01853-1,860713.74
9654,199,3,BPO009654,38325.79
3077,105,1,SOW01327-1,184245.61
1864,65,1,SOW00818-3,286001.78
852,29,1,SOW00370-2,518662.04
10923,100,2,PO010923,27317.96
9945,119,3,BPO009945,44551.44
6070,14,4,CO006070,15551.66
9309,135,3,BPO009309,36078.85
2181,74,1,SOW00956,40620.73
7125,119,4,CO007125,24408.32
9282,51,3,BPO009282,39466.98
4149,138,1,SOW01791,1251095.01
9805,96,2,PO009805,30715.71
143,6,1,SOW00066-1,1113528.88
6246,4,4,CO006246,27812.53
3389,114,1,SOW01456,27427.62
11351,93,3,BPO011351,10113.16
8172,189,4,CO008172,15281.18
10005,19,3,BPO010005,15277.63
8852,91,3,BPO008852,19262.73
2727,91,1,SOW01172-1,212682.74
8348,162,2,PO008348,12953.85
376,13,1,SOW00161-1,101796.51
11264,54,4,CO011264,10085.23
9342,163,2,PO009342,36721.89
6929,197,3,BPO006929,13347.27
10084,116,4,CO010084,20926.14
11420,118,2,PO011420,20110.88
3335,112,1,SOW01428-1,115183.81
8899,200,3,BPO008899,4567.33
4148,138,1,SOW01790-1,1213525.17
6353,168,2,PO006353,19467.67
2073,70,1,SOW00906,31429.56
4398,148,1,SOW01903-1,142648.15
8248,19,4,CO008248,47530.47
4788,161,1,SOW02066-4,54670.98
8487,70,2,PO008487,1721.83
803,27,1,SOW00344-1,30893.58
444,15,1,SOW00188-1,102298.61
10868,21,4,CO010868,23548.13
2267,75,1,SOW00990-2,39338.89
1104,37,1,SOW00482,225702.77
1849,64,1,SOW00811,50599.21
9161,192,2,PO009161,39631.14
3285,109,1,SOW01407,117359.14
10643,22,2,PO010643,34574.85
8524,66,2,PO008524,41291.42
2304,77,1,SOW01004-1,102400.7
3600,121,1,SOW01544-3,518867.18
6669,57,2,PO006669,3130.32
3230,108,1,SOW01385-1,93558.97
9993,11,2,PO009993,25415.24
193,7,1,SOW00086-1,126164.35
7296,173,3,BPO007296,2223.92
6557,42,2,PO006557,15288.37
10464,24,3,BPO010464,43203.69
6467,37,2,PO006467,14058.31
1050,36,1,SOW00458-1,212953.38
5189,172,1,SOW02238,133655.92
4420,148,1,SOW01910-1,193971.33
920,30,1,SOW00399-1,53393.7
9745,195,2,PO009745,21779.88
7287,7,2,PO007287,44336.61
11236,117,2,PO011236,27871.76
3982,133,1,SOW01713,73520.47
2360,78,1,SOW01027,506754.07
9102,67,4,CO009102,46563.98
7419,94,3,BPO007419,35972.92
4795,161,1,SOW02070-2,26871.36
10700,8,2,PO010700,26644.07
2195,74,1,SOW00962,53491.22
8679,26,3,BPO008679,6112.02
3772,127,1,SOW01627,28395.54
3336,112,1,SOW01429,49549.25
397,14,1,SOW00167-4,263667.77
7520,190,2,PO007520,39974.99
851,29,1,SOW00370-1,337130.33
4773,160,1,SOW02063,84978.7
8516,84,4,CO008516,8202.12
1905,66,1,SOW00836-1,292999.8
6121,12,2,PO006121,2318.33
2244,75,1,SOW00982,21958.34
7597,80,2,PO007597,21990.37
11383,108,2,PO011383,21388.5
5651,192,1,SOW02431-1,92349.78
4701,158,1,SOW02034-1,556299.71
103,3,1,SOW00047,51660.67
9013,28,2,PO009013,42039.73
7561,87,3,BPO007561,26621.84
8085,33,3,BPO008085,28483.72
4796,161,1,SOW02070-3,31349.92
3210,107,1,SOW01379,58618.22
2415,79,1,SOW01051-1,92065.56
11477,104,4,CO011477,14950.87
11596,18,3,BPO011596,37188.97
10658,92,3,BPO010658,34435.17
7162,85,4,CO007162,38712.94
10296,111,2,PO010296,46173.54
1807,63,1,SOW00793,96620.35
9440,161,4,CO009440,1734.2
1196,39,1,SOW00520,155717.59
2269,75,1,SOW00990-4,52451.86
11178,84,4,CO011178,42760.84
4218,141,1,SOW01822-1,223549.3
3531,118,1,SOW01515,53265.69
10342,21,2,PO010342,45556.64
357,12,1,SOW00153-4,275106.22
5236,174,1,SOW02255,476299.68
3792,128,1,SOW01636-1,175785.75
2939,100,1,SOW01267,302539.53
9379,34,2,PO009379,42393.93
6847,87,3,BPO006847,13413.61
7329,118,4,CO007329,31053.44
2071,70,1,SOW00905,20628.54
6910,137,3,BPO006910,21479.83
10272,137,4,CO010272,38641.58
2343,77,1,SOW01021-1,269868.44
9988,183,4,CO009988,7888.75
5470,184,1,SOW02353,22479.22
10662,42,4,CO010662,40549.07
6277,185,4,CO006277,13312.31
5358,182,1,SOW02308,307876.44
6862,98,4,CO006862,34337.96
2124,71,1,SOW00931-3,111434.28
6772,130,3,BPO006772,19840.34
96,3,1,SOW00045,69892.01
11631,104,2,PO011631,1130.27
10264,116,3,BPO010264,11707.54
9321,176,2,PO009321,34819.32
5028,168,1,SOW02166,234725.97
9390,136,4,CO009390,47285.05
1972,68,1,SOW00866-3,58778.94
6023,28,3,BPO006023,49671.39
4719,159,1,SOW02039-1,115273.32
4566,152,1,SOW01976-2,157350.46
9653,188,2,PO009653,22812.13
2618,87,1,SOW01132,912585.31
6978,38,4,CO006978,24962.91
4809,161,1,SOW02076-1,52722.67
8378,93,2,PO008378,2531.21
7231,52,2,PO007231,48974.27
8667,31,4,CO008667,40636.05
4263,143,1,SOW01842-3,53330.17
6730,188,2,PO006730,21886.51
7689,32,4,CO007689,37112.92
6323,140,4,CO006323,13739.1
5145,171,1,SOW02218-1,115638.9
6427,54,4,CO006427,30540.41
5988,123,3,BPO005988,33803.83
8012,171,3,BPO008012,43143.22
4079,136,1,SOW01760,194341.69
3615,123,1,SOW01551-4,152109.47
5660,192,1,SOW02434-1,53306.16
5177,172,1,SOW02232,120142.76
4582,153,1,SOW01985,193831.14
3000,102,1,SOW01296-3,95113.26
7993,152,3,BPO007993,49589.24
2368,78,1,SOW01030,410465.54
10551,75,4,CO010551,26918.36
6043,109,3,BPO006043,38678.4
3610,122,1,SOW01550,53982.81
9718,99,2,PO009718,14793.81
7063,130,2,PO007063,44545.63
3015,102,1,SOW01303-2,173840.35
4798,161,1,SOW02070-5,44785.6
6438,36,2,PO006438,48598.19
7012,125,3,BPO007012,11569.85
10593,10,3,BPO010593,7517.29
5786,196,1,SOW02488,87556.42
6355,127,4,CO006355,27042.52
497,16,1,SOW00206,31521.78
4503,150,1,SOW01946-2,110097.4
1612,55,1,SOW00702-1,143445.49
1545,54,1,SOW00670-1,305586.49
676,23,1,SOW00286-2,212547.64
2285,76,1,SOW00997-1,202138.81
11124,108,3,BPO011124,38551.02
3446,115,1,SOW01472,1690642.76
5585,190,1,SOW02402,149180.11
1173,39,1,SOW00513,195415.84
5612,191,1,SOW02414-5,84109.55
6763,144,4,CO006763,48380.28
8142,102,4,CO008142,8171.71
11094,117,3,BPO011094,20221.33
10648,143,2,PO010648,17955.01
10814,26,4,CO010814,46218.05
1693,60,1,SOW00742-1,133376.21
9893,195,3,BPO009893,3688.27
8772,145,2,PO008772,11949.57
7844,135,4,CO007844,28966.8
2078,70,1,SOW00908-2,24015.82
3420,114,1,SOW01462-5,53620.76
6226,27,4,CO006226,36657.61
6228,152,4,CO006228,31906.62
10582,168,2,PO010582,26775.56
9335,24,3,BPO009335,10342.56
7166,60,2,PO007166,5021.24
4255,143,1,SOW01839,52639.76
2347,77,1,SOW01023-1,16526.08
3395,114,1,SOW01457-1,61586.66
1199,40,1,SOW00521-1,512136.36
3987,133,1,SOW01715-1,66224.83
2434,80,1,SOW01055-5,106063.97
9251,177,2,PO009251,21442.08
8813,152,4,CO008813,49228.17
4025,135,1,SOW01733-2,69698.46
11037,192,3,BPO011037,4571.96
7432,195,2,PO007432,7827.19
10048,63,3,BPO010048,47487.14
474,16,1,SOW00198-2,36989.59
657,22,1,SOW00278-1,473190.59
354,12,1,SOW00153-1,144430.77
3155,106,1,SOW01355-1,19860.34
9913,101,3,BPO009913,23194.58
2495,82,1,SOW01082-3,58713.33
4687,157,1,SOW02028-1,242897.49
1362,48,1,SOW00597-1,106073.7
1373,48,1,SOW00600-1,214747.1
8159,43,3,BPO008159,11032.53
9972,80,2,PO009972,33039.15
6785,28,3,BPO006785,21136.38
10688,113,4,CO010688,29398.45
8399,112,4,CO008399,43114.31
4661,156,1,SOW02017-1,111404.55
8468,51,2,PO008468,11170.74
6203,69,2,PO006203,49473.78
2262,75,1,SOW00988,85543.81
1174,39,1,SOW00513-1,252095.76
2545,84,1,SOW01098-3,264613.43
5829,199,1,SOW02505,228168.47
8834,12,3,BPO008834,24780.16
11533,68,3,BPO011533,13831.51
7968,17,3,BPO007968,31349.97
3251,109,1,SOW01393-4,68120.77
2477,82,1,SOW01077,29749.5
2220,75,1,SOW00971-1,102743.3
4032,135,1,SOW01738,15355.38
5494,185,1,SOW02365,140387.22
3351,113,1,SOW01437,93174.22
7006,82,2,PO007006,47698.93
7829,114,2,PO007829,31293.09
6331,176,3,BPO006331,34494.93
394,14,1,SOW00167-1,138425.58
7239,112,3,BPO007239,32477.4
8964,94,4,CO008964,1552.08
7840,104,2,PO007840,18236.91
6403,52,4,CO006403,46495.49
10215,164,2,PO010215,47064.88
1135,39,1,SOW00494,126993.44
11392,47,2,PO011392,44169.14
2164,72,1,SOW00948-1,730074.65
2554,85,1,SOW01103,26255.07
981,33,1,SOW00427,21907.99
1216,40,1,SOW00527-1,384709.2
6665,104,2,PO006665,29905.43
901,30,1,SOW00391,50437.55
8970,50,2,PO008970,26252.7
7812,65,3,BPO007812,4991.36
5262,175,1,SOW02264,265417.68
1418,50,1,SOW00620,144087.77
9074,18,2,PO009074,10322.74
2624,87,1,SOW01135,562420.45
435,15,1,SOW00181-1,120511.86
2049,69,1,SOW00896-1,56292.34
1097,37,1,SOW00478,241482.04
6850,194,4,CO006850,45659.82
10569,107,2,PO010569,1221.16
2897,99,1,SOW01250,511491.34
5646,192,1,SOW02428-1,76944.67
958,33,1,SOW00416-3,52776.17
5571,190,1,SOW02397-1,104103.23
11332,200,4,CO011332,43807.35
10732,194,3,BPO010732,7423.11
7011,43,2,PO007011,14748.24
8175,14,4,CO008175,31492.82
7396,64,2,PO007396,28680.65
1316,46,1,SOW00575,193158.6
1711,61,1,SOW00750-1,469521.26
3209,107,1,SOW01378-3,77159.08
10826,50,3,BPO010826,19437.31
4845,163,1,SOW02087-1,34787.37
11720,47,2,PO011720,16672.48
211,8,1,SOW00093-1,22041.12
10667,111,3,BPO010667,48597.6
11321,139,4,CO011321,14846.89
9621,133,4,CO009621,19718.12
7227,34,3,BPO007227,3140.1
10103,114,3,BPO010103,22921.83
6175,191,2,PO006175,35850.92
9803,144,4,CO009803,35051.74
4668,157,1,SOW02021-1,221265.97
1237,41,1,SOW00538,188174.85
8757,1,2,PO008757,47951.77
7627,139,3,BPO007627,47866.82
10899,106,3,BPO010899,14078.89
6309,110,2,PO006309,23023.7
1358,48,1,SOW00596-1,165689.33
3840,129,1,SOW01658-5,125977.65
9840,57,4,CO009840,49824.57
3559,118,1,SOW01525-2,148643.32
5639,192,1,SOW02427,119292.89
10966,162,3,BPO010966,17624.6
8,1,1,SOW00005,363133.15
3718,125,1,SOW01601-1,25601.38
2337,77,1,SOW01017,227679.22
7365,144,3,BPO007365,4613.05
10398,149,3,BPO010398,1081.31
5065,169,1,SOW02184-2,138321.35
11020,169,4,CO011020,14182.41
6037,23,3,BPO006037,37158.77
8424,57,4,CO008424,32427.94
1049,36,1,SOW00458,189676.56
8065,94,2,PO008065,22001.87
4601,154,1,SOW01993-1,274540.1
6170,109,4,CO006170,25679.78
5579,190,1,SOW02400-3,85302.66
11305,119,4,CO011305,7413.05
2396,79,1,SOW01041,43629.63
6174,4,4,CO006174,9914.11
1630,56,1,SOW00710-1,1257743.51
7050,169,2,PO007050,43955.54
5597,191,1,SOW02408-1,106127.43
9449,1,3,BPO009449,12839.88
11447,158,2,PO011447,38669.32
953,33,1,SOW00415,3624.16
11640,50,2,PO011640,23251.28
1013,34,1,SOW00441-3,259495.83
1389,49,1,SOW00608,74879.43
7983,47,3,BPO007983,44752.41
8019,159,2,PO008019,8234.07
3698,125,1,SOW01591-1,22438.99
6123,56,2,PO006123,30306.15
3468,116,1,SOW01482,230457.34
3990,133,1,SOW01717,93042.55
3922,132,1,SOW01688-1,38218.38
1741,62,1,SOW00763,98431.31
799,27,1,SOW00342-4,22152.94
1561,54,1,SOW00679-1,128656.13
6849,141,4,CO006849,16815.65
739,26,1,SOW00315-1,91841.99
2478,82,1,SOW01077-1,48342.93
3031,103,1,SOW01309-1,194979.81
125,5,1,SOW00057,651244.52
5871,198,3,BPO005871,38472.15
8711,66,4,CO008711,30460.17
4950,165,1,SOW02134,150657.18
11001,90,4,CO011001,39267.0
10057,103,4,CO010057,35749.26
11642,76,3,BPO011642,14115.55
3779,127,1,SOW01630,18166.8
1985,68,1,SOW00871-1,29237.12
9947,114,2,PO009947,4996.29
9902,125,4,CO009902,47058.23
5816,198,1,SOW02499-3,110396.58
2068,70,1,SOW00904-1,9673.46
3626,123,1,SOW01556,194339.08
6492,49,4,CO006492,29053.4
10178,169,2,PO010178,11377.7
10094,169,3,BPO010094,37086.66
3440,115,1,SOW01469-4,1259540.2
6267,75,2,PO006267,47812.24
11610,47,2,PO011610,17173.26
10225,7,3,BPO010225,24571.35
3945,132,1,SOW01698,142131.68
5885,100,2,PO005885,23209.41
9846,86,2,PO009846,22553.05
2898,99,1,SOW01250-1,567781.82
11173,86,3,BPO011173,38982.33
11022,197,2,PO011022,5503.23
6673,104,3,BPO006673,19947.83
1426,51,1,SOW00622,149069.35
4949,165,1,SOW02133-4,162229.7
434,15,1,SOW00181,101470.47
2147,72,1,SOW00942,303997.76
2275,76,1,SOW00992,70297.41
11260,73,3,BPO011260,39912.62
4842,162,1,SOW02086-4,201115.41
7953,133,3,BPO007953,9425.6
1626,55,1,SOW00708,134658.57
10412,21,3,BPO010412,17789.84
7252,86,3,BPO007252,32570.13
1486,53,1,SOW00651-1,55294.92
3012,102,1,SOW01302-1,191541.45
6428,40,4,CO006428,31575.59
7129,4,2,PO007129,26236.98
2291,76,1,SOW01000-1,212314.64
332,11,1,SOW00146,63763.72
4580,153,1,SOW01983-1,361076.75
756,26,1,SOW00324-2,178989.08
3709,125,1,SOW01596-2,14038.82
6339,39,4,CO006339,34514.46
8608,107,3,BPO008608,45748.21
2283,76,1,SOW00996-1,450082.05
8812,174,4,CO008812,47523.36
11474,60,3,BPO011474,4976.63
1353,48,1,SOW00593-1,195808.08
3642,123,1,SOW01563-3,144147.44
2971,101,1,SOW01282-1,27462.58
5880,49,4,CO005880,10752.41
4770,160,1,SOW02062-2,110014.4
5537,188,1,SOW02384-1,232792.87
9896,87,4,CO009896,31021.67
3632,123,1,SOW01559,142772.06
3489,116,1,SOW01494-1,238846.62
3919,131,1,SOW01687-1,195922.99
1007,34,1,SOW00439-1,468677.13
7409,41,2,PO007409,23379.51
6045,155,4,CO006045,11496.01
2696,90,1,SOW01159-1,43732.35
4548,152,1,SOW01969-1,136050.48
2657,88,1,SOW01144-3,164720.56
245,9,1,SOW00106-2,130916.68
10200,170,2,PO010200,7908.72
9226,84,4,CO009226,25568.75
8176,146,3,BPO008176,11231.9
10366,150,4,CO010366,17490.48
11157,104,2,PO011157,44728.4
472,16,1,SOW00198,24659.72
4617,155,1,SOW01997-4,45932.15
7513,104,2,PO007513,48449.66
5167,171,1,SOW02228-3,160734.24
10114,46,4,CO010114,6837.17
8759,108,4,CO008759,17394.16
5368,182,1,SOW02311-2,151285.95
1770,62,1,SOW00775,58952.0
6527,148,3,BPO006527,6879.09
4041,135,1,SOW01742,54873.94
5604,191,1,SOW02412-1,43301.17
5424,184,1,SOW02336,61579.46
1813,63,1,SOW00795,140105.14
5044,168,1,SOW02174,64839.28
2065,70,1,SOW00903,34958.25
7445,133,3,BPO007445,24110.23
1311,46,1,SOW00573,102471.16
10036,132,4,CO010036,31993.49
523,17,1,SOW00217-2,55778.37
79,3,1,SOW00039,45402.38
11101,189,2,PO011101,42017.11
4940,165,1,SOW02130-4,209025.06
11054,26,4,CO011054,41220.47
2853,97,1,SOW01226-1,690217.79
4105,136,1,SOW01772-1,178013.72
2308,77,1,SOW01006-1,116436.6
3939,132,1,SOW01694,59386.09
10226,97,3,BPO010226,49662.77
4621,155,1,SOW01999,75797.66
11543,40,2,PO011543,23197.2
150,7,1,SOW00069-3,114801.9
5294,176,1,SOW02278-1,192971.38
2955,101,1,SOW01276,11851.75
8174,152,3,BPO008174,18366.45
10968,102,2,PO010968,44226.79
9628,92,3,BPO009628,46570.9
4414,148,1,SOW01907,87082.38
4846,163,1,SOW02087-2,45018.95
6518,169,3,BPO006518,15716.14
2634,87,1,SOW01137-4,955337.93
6529,45,3,BPO006529,45256.48
7847,83,2,PO007847,22671.28
3186,107,1,SOW01369,71614.67
10981,112,3,BPO010981,11607.22
8390,57,2,PO008390,40382.66
336,12,1,SOW00148,99911.64
3604,122,1,SOW01547,758702.23
5861,200,1,SOW02520,333897.2
9694,175,2,PO009694,13062.76
10530,155,3,BPO010530,33722.54
9042,39,2,PO009042,29586.75
4897,164,1,SOW02110,298127.03
1133,38,1,SOW00493,176924.43
9178,148,3,BPO009178,39581.99
6853,196,2,PO006853,17619.36
3649,124,1,SOW01567,20021.09
1528,53,1,SOW00665,12902.37
6790,159,3,BPO006790,2610.27
7278,141,4,CO007278,20005.34
2358,77,1,SOW01026,156318.76
5216,173,1,SOW02245-4,222772.5
6539,21,4,CO006539,19429.04
9731,72,3,BPO009731,47648.6
709,24,1,SOW00301,169238.38
7276,199,3,BPO007276,744.77
11328,45,2,PO011328,37112.98
11677,140,4,CO011677,20267.34
9667,129,2,PO009667,13704.88
10608,21,2,PO010608,14729.76
3942,132,1,SOW01696,70362.28
10496,142,3,BPO010496,48274.05
10883,16,2,PO010883,25259.89
5433,184,1,SOW02341,49762.83
9797,133,2,PO009797,8465.43
11063,3,4,CO011063,6463.78
10956,35,3,BPO010956,11756.38
6182,35,4,CO006182,17987.93
10309,78,2,PO010309,33332.64
10078,32,3,BPO010078,3105.64
8901,162,3,BPO008901,8255.26
8517,175,4,CO008517,29694.09
2511,82,1,SOW01086-3,89589.29
5887,167,4,CO005887,18764.51
4884,163,1,SOW02102,34651.84
801,27,1,SOW00343-1,30160.35
9281,17,3,BPO009281,34530.4
7044,192,2,PO007044,658.29
6867,158,3,BPO006867,17913.56
11,1,1,SOW00007,129877.28
10208,60,2,PO010208,39995.55
3057,103,1,SOW01316-1,135867.88
4559,152,1,SOW01974,134422.53
8925,24,2,PO008925,35709.62
342,12,1,SOW00149,90618.37
5015,167,1,SOW02160,25817.11
9375,117,2,PO009375,7523.01
6097,166,4,CO006097,21966.0
11682,179,3,BPO011682,4981.88
10006,156,2,PO010006,43099.73
11699,38,3,BPO011699,19239.33
9053,97,4,CO009053,3271.32
5439,184,1,SOW02342-4,112303.96
5226,173,1,SOW02248,147800.51
11323,134,3,BPO011323,32008.72
9433,112,3,BPO009433,22122.04
6595,99,3,BPO006595,30289.19
3925,132,1,SOW01688-4,72796.91
4106,136,1,SOW01773,104648.58
7285,137,2,PO007285,17669.93
3636,123,1,SOW01561-1,200046.67
10303,53,3,BPO010303,44567.32
2391,79,1,SOW01037-5,97500.99
1891,65,1,SOW00828-1,334018.27
9588,125,2,PO009588,2933.01
9148,46,2,PO009148,44812.2
7613,53,3,BPO007613,20480.89
3725,126,1,SOW01606,64487.53
9915,3,2,PO009915,8453.67
10597,109,2,PO010597,9619.72
11232,198,4,CO011232,40946.66
5642,192,1,SOW02427-3,208762.56
3638,123,1,SOW01562-1,377386.81
